"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128916-422,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures New Balance"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5369209_uploaded_image1_1749635290.jpg"""
"1765128916-423,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Crocs"",""8 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5387384_uploaded_image1_1750640381.jpg"""
"1765128916-424,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Aire Force One"",""13 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5361117_uploaded_image1_1749079520.jpg"""
"1765128916-425,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Air Force 1"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5361113_uploaded_image1_1749079316.jpg"""
"1765128916-426,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales Dior"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5361106_uploaded_image1_1749079052.jpg"""
"1765128916-427,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Original Lavin"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5361109_uploaded_image1_1749079193.jpg"""
"1765128916-428,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales Berluti"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5361104_uploaded_image1_1749078905.jpg"""
"1765128916-429,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5364541_uploaded_image1_1749327532.jpg"""
"1765128916-430,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Nike Kobe 6 Protro"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5401398_uploaded_image1_1751403395.jpg"""
"1765128916-431,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Nike M2K Tecno"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5401387_uploaded_image1_1751402825.jpg"""
"1765128916-432,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Jordan 1 high"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5401346_uploaded_image1_1751401243.jpg"""
"1765128916-433,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5401340_uploaded_image1_1751401135.jpg"""
"1765128916-434,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Air Force One Suprême"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5401336_uploaded_image1_1751401037.jpg"""
"1765128916-435,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Jordan 4 Fear"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5401322_uploaded_image1_1751400730.jpg"""
"1765128916-436,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales Gucci"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360720_uploaded_image1_1749061990.jpg"""
"1765128916-437,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Adidas campus"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5368322_uploaded_image1_1749575502.jpg"""
"1765128916-438,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Dior b22"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5368328_uploaded_image1_1749575586.jpg"""
"1765128916-439,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Air Max scorpion"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5386909_uploaded_image1_1750612990.jpg"""
"1765128916-440,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Air force 1"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5386870_uploaded_image1_1750612086.jpg"""
"1765128916-441,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Berluti"",""25 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5400882_uploaded_image1_1751384100.jpg"""
"1765128916-442,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360036_uploaded_image1_1749037560.jpg"""
"1765128916-443,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5360018_uploaded_image1_1749037245.jpg"""
"1765128916-444,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Nike"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5367848_uploaded_image1_1749555791.jpg"""
"1765128916-445,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Air Louis vuitton"",""20 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5400189_uploaded_image1_1751368396.jpg"""
"1765128916-446,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Air Jordan one low"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5376698_uploaded_image1_1750070197.jpg"""
"1765128916-447,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Jordan 4"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359849_uploaded_image1_1749031529.jpg"""
"1765128916-448,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Nike Vomero"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5400128_uploaded_image1_1751366626.jpg"""
"1765128916-449,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Air force 1"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359697_uploaded_image1_1749024937.jpg"""
"1765128916-450,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures hommes"",""20 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399786_uploaded_image1_1751350901.jpg"""
"1765128916-451,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales homme"",""10 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399783_uploaded_image1_1751350820.jpg"""
"1765128916-452,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures hommes"",""20 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399782_uploaded_image1_1751350706.jpg"""
"1765128916-453,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""23 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399778_uploaded_image1_1751350515.jpg"""
"1765128916-454,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures hommes"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399770_uploaded_image1_1751349884.jpg"""
"1765128916-455,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Tommy"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399767_uploaded_image1_1751349787.jpg"""
"1765128916-456,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Timberlands homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399763_uploaded_image1_1751349629.jpg"""
"1765128916-457,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales orthopédique"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399752_uploaded_image1_1751349132.jpg"""
"1765128916-458,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures hommes"",""23 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399749_uploaded_image1_1751348901.jpg"""
"1765128916-459,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures New Balance"",""30 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399692_uploaded_image1_1751338580.jpg"""
"1765128916-460,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""New Balance Fuel cell"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5381433_uploaded_image1_1750290780.jpg"""
"1765128916-461,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""New Balance Fuel cell"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5381432_uploaded_image1_1750290707.jpg"""
"1765128916-462,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales Toga"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5381435_uploaded_image1_1750290863.jpg"""
"1765128916-463,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Asic Cayono"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5371936_uploaded_image1_1749765298.jpg"""
"1765128916-464,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359154_uploaded_image1_1748983277.jpg"""
"1765128916-465,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures  Nike portal"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359143_uploaded_image1_1748982874.jpg"""
"1765128916-466,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Berluti"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359038_uploaded_image1_1748978250.jpg"""
"1765128916-467,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets New Balance"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5359006_uploaded_image1_1748976951.jpg"""
"1765128916-468,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""20 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5399058_uploaded_image1_1751302512.jpg"""
"1765128916-469,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Babouches homme"",""10 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355160_uploaded_image1_1748804517.jpg"""
"1765128916-470,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""7 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355170_uploaded_image1_1748804676.jpg"""
"1765128916-471,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""6 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5395482_uploaded_image2_1751059185.jpeg"""
"1765128916-472,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Mocassins homme"",""5 500CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5395412_uploaded_image1_1751054127.jpg"""
"1765128916-473,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales Hermès"",""20 000CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5393539_uploaded_image1_1750952929.jpg"""
"1765128916-474,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""35 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5391753_uploaded_image1_1750857199.jpg"""
"1765128916-475,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""40 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5391598_uploaded_image1_1750852699.jpg"""
"1765128916-476,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""7 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5390760_uploaded_image1_1750804520.jpg"""
"1765128916-477,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""100 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5389229_uploaded_image1_1750732912.jpg"""
"1765128916-478,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales en cuir"",""8 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5388886_uploaded_image1_1750707753.jpg"""
"1765128916-479,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Zara"",""30 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355405_uploaded_image1_1748811936.jpg"""
"1765128916-480,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Berluti"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5355402_uploaded_image1_1748811821.jpg"""
"1765128916-481,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales Hermès pour hommes"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5385859_uploaded_image1_1750532912.jpg"""
"1765128916-482,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5337086_uploaded_image1_1747753113.jpg"""
"1765128916-483,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380989_uploaded_image1_1750269170.jpg"""
"1765128916-484,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales croches"",""17 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380985_uploaded_image1_1750269013.jpg"""
"1765128916-485,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures femmes"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380983_uploaded_image1_1750268930.jpg"""
"1765128916-486,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380977_uploaded_image1_1750268827.jpg"""
"1765128916-487,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures hommes"",""23 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380973_uploaded_image1_1750268749.jpg"""
"1765128916-488,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Sandales croches"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380962_uploaded_image1_1750268329.jpg"""
"1765128916-489,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures hommes"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380959_uploaded_image1_1750268225.jpg"""
"1765128916-490,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Jordan Treize"",""21 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5379616_uploaded_image1_1750201036.jpg"""
"1765128916-491,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Nike"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5335985_uploaded_image1_1747682655.jpg"""
"1765128916-492,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5375053_uploaded_image1_1749944221.jpg"""
"1765128916-493,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures TN"",""13 500CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5371448_uploaded_image1_1749743120.jpg"""
"1765128916-494,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets Jordan 4"",""12 500CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5371443_uploaded_image1_1749742989.jpg"""
"1765128916-495,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Baskets homme"",""14 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5369353_uploaded_image1_1749639708.jpg"""
"1765128916-496,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Vans"",""20 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5332230_uploaded_image1_1747444488.jpg"""
"1765128916-497,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussure homme"",""Prix sur demande"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5368229_uploaded_image1_1749571634.jpg"""
"1765128916-498,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures Samba"",""25 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5367274_uploaded_image1_1749513863.jpg"""
"1765128916-499,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures original"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5344646_uploaded_image1_1748182098.jpg"""
"1765128916-500,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5332090_uploaded_image1_1747434845.jpg"""
"1765128916-501,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5332091_uploaded_image1_1747434908.jpg"""
"1765128916-502,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""16 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5351571_uploaded_image1_1748560945.jpg"""
"1765128916-503,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5341256_uploaded_image1_1747953772.jpg"""
"1765128916-504,""https://sn.coinafrique.com/categorie/chaussures-homme?page=5"",""Chaussures homme"",""Prix sur demande"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5341258_uploaded_image1_1747953837.jpg"""
"1765128922-505,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Burberry"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5473580_uploaded_image1_1755087073.jpg"""
"1765128922-506,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Adidas"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5473578_uploaded_image1_1755087003.jpg"""
"1765128922-507,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Campus"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5473575_uploaded_image1_1755086920.jpg"""
"1765128922-508,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Balance cecuhri"",""25 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5426252_uploaded_image1_1752671625.jpg"""
"1765128922-509,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Balance Cecuhri cD Dior"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5426238_uploaded_image1_1752671136.jpg"""
"1765128922-510,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Balance Cecuhri"",""25 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5426236_uploaded_image1_1752670965.jpg"""
"1765128922-511,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Air Force"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5471063_uploaded_image2_1754940084.jpeg"""
"1765128922-512,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""13 500CFA"",""HLM, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5470302_uploaded_image1_1754914296.jpg"""
"1765128922-513,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Asic Gel Kayano14"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5469372_uploaded_image1_1754860228.jpg"""
"1765128922-514,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Crocs homme"",""5 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5466478_uploaded_image1_1754685616.jpg"""
"1765128922-515,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""30 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5465868_uploaded_image1_1754663616.jpg"""
"1765128922-516,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5465465_uploaded_image1_1754649693.jpg"""
"1765128922-517,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""20 000CFA"",""Pikine, Sénégal"",""https://images.coinafrique.com/thumb_5462501_uploaded_image1_1754497073.jpg"""
"1765128922-518,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457797_uploaded_image1_1754293208.jpg"""
"1765128922-519,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures hommes"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457796_uploaded_image2_1754293059.jpeg"""
"1765128922-520,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Adidas"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457788_uploaded_image1_1754292758.jpg"""
"1765128922-521,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales orthopédique"",""12 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457779_uploaded_image1_1754292474.jpg"""
"1765128922-522,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures  hommes"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457765_uploaded_image1_1754292029.jpg"""
"1765128922-523,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales orthopédique"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457756_uploaded_image1_1754291875.jpg"""
"1765128922-524,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Adidas"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457750_uploaded_image2_1754291690.jpeg"""
"1765128922-525,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""8 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5457508_uploaded_image1_1754263469.jpg"""
"1765128922-526,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales orthopédiques Birkenstock"",""15 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5406410_uploaded_image1_1751629967.jpg"""
"1765128922-527,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Nike Air Force One"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5454125_uploaded_image1_1754072625.jpg"""
"1765128922-528,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Dior CD"",""25 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5454069_uploaded_image1_1754069956.jpg"""
"1765128922-529,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Adidas"",""17 990CFA"",""Point E, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5453721_uploaded_image1_1754056345.jpg"""
"1765128922-530,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures hommes"",""14 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5452703_uploaded_image1_1754014761.jpg"""
"1765128922-531,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures hommes"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5452702_uploaded_image1_1754014608.jpg"""
"1765128922-532,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""6 000CFA"",""Mbour, Sénégal"",""https://images.coinafrique.com/thumb_5452284_uploaded_image1_1753992898.jpg"""
"1765128922-533,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""12 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5449980_uploaded_image1_1753891681.jpg"""
"1765128922-534,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Air Force"",""12 000CFA"",""Ouakam, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5449964_uploaded_image1_1753891204.jpg"""
"1765128922-535,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets New Balance 9060"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5448181_uploaded_image1_1753811463.jpg"""
"1765128922-536,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5443387_uploaded_image1_1753557906.jpg"""
"1765128922-537,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Mocassins homme"",""5 500CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5443044_uploaded_image1_1753540937.jpg"""
"1765128922-538,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales orthopédiques"",""12 000CFA"",""Sacré-Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5441631_uploaded_image1_1753462949.jpg"""
"1765128922-539,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Sebago"",""11 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5439930_uploaded_image1_1753390815.jpg"""
"1765128922-540,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sneakers Jordan One"",""35 000CFA"",""Grand Dakar, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5439386_uploaded_image1_1753370342.jpg"""
"1765128922-541,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Berlutti"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5439305_uploaded_image1_1753367503.jpg"""
