"web_scraper_order,web_scraper_start_url,type,price,address,image_link"
"1765128922-542,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""10 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5437518_uploaded_image1_1753293301.jpg"""
"1765128922-543,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales orthopédiques"",""15 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5437485_uploaded_image1_1753292339.jpg"""
"1765128922-544,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5437236_uploaded_image1_1753282158.jpg"""
"1765128922-545,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""13 500CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5436971_uploaded_image1_1753272437.jpg"""
"1765128922-546,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Mocassins homme"",""25 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5432805_uploaded_image1_1753058866.jpg"""
"1765128922-547,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures  homme"",""14 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5431884_uploaded_image1_1753014444.jpg"""
"1765128922-548,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""20 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5430950_uploaded_image1_1752936591.jpg"""
"1765128922-549,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""30 000CFA"",""Dieuppeul-Derklé, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5429675_uploaded_image1_1752845536.jpg"""
"1765128922-550,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Nike Victory One"",""12 000CFA"",""Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5427161_uploaded_image1_1752705753.jpg"""
"1765128922-551,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Peugeot 308 2019"",""4 500 000CFA"",""Mermoz-Sacré Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5424516_uploaded_image1_1752591026.jpg"""
"1765128922-552,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures orthopédique"",""20 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5422221_uploaded_image1_1752482543.jpg"""
"1765128922-553,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Noctar Noir"",""20 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5422186_uploaded_image1_1752481465.jpg"""
"1765128922-554,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Vans Knu School"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5415335_uploaded_image1_1752087446.jpg"""
"1765128922-555,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets  Jordan 14"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5413151_uploaded_image1_1751991507.jpg"""
"1765128922-556,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Jordan 4"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5413093_uploaded_image1_1751989068.jpg"""
"1765128922-557,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Adidas"",""15 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5413092_uploaded_image1_1751988865.jpg"""
"1765128922-558,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Crocs sandales orthopédiques"",""5 500CFA"",""Sicap Liberté, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5409504_uploaded_image1_1751807094.jpg"""
"1765128922-559,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""5 000CFA"",""Keur Massar, Sénégal"",""https://images.coinafrique.com/thumb_5407551_uploaded_image1_1751666763.jpg"""
"1765128922-560,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Nike TN"",""23 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5405139_uploaded_image1_1751566693.jpg"""
"1765128922-561,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales homme"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5405136_uploaded_image1_1751566608.jpg"""
"1765128922-562,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Nike TN"",""18 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5380946_uploaded_image1_1750267531.jpg"""
"1765128922-563,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Air Jordan 6"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5366456_uploaded_image1_1749474268.jpg"""
"1765128922-564,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures homme"",""30 000CFA"",""Ouest Foire, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5403613_uploaded_image1_1751513745.jpg"""
"1765128922-565,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Crocs"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5379660_uploaded_image1_1750203700.jpg"""
"1765128922-566,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures Crocs"",""9 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5379657_uploaded_image1_1750203622.jpg"""
"1765128922-567,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Timberland"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5384805_uploaded_image1_1750461330.jpg"""
"1765128922-568,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Lacoste Trainer L003"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365745_uploaded_image1_1749419070.jpg"""
"1765128922-569,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Dior B22"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365750_uploaded_image1_1749419182.jpg"""
"1765128922-570,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Lacoste trainer L003"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365741_uploaded_image1_1749418889.jpg"""
"1765128922-571,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Chaussures pour homme"",""10 000CFA"",""Medina, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5403324_uploaded_image1_1751494857.jpg"""
"1765128922-572,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Adidas"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365752_uploaded_image1_1749419261.jpg"""
"1765128922-573,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Louis Vuitton"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365755_uploaded_image1_1749419366.jpg"""
"1765128922-574,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets AF1 / The Nord Face"",""22 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365735_uploaded_image1_1749418626.jpg"""
"1765128922-575,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Air Jordan 1"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365739_uploaded_image1_1749418736.jpg"""
"1765128922-576,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Timberland"",""35 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365729_uploaded_image1_1749418455.jpg"""
"1765128922-577,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Adidas Super Star"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365715_uploaded_image1_1749417986.jpg"""
"1765128922-578,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Louis Vuitton"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365721_uploaded_image1_1749418247.jpg"""
"1765128922-579,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Nike P6000"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365720_uploaded_image1_1749418139.jpg"""
"1765128922-580,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Nike Zoomx"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365707_uploaded_image1_1749417627.jpg"""
"1765128922-581,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Jordan One Low"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365709_uploaded_image1_1749417739.jpg"""
"1765128922-582,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Jordan One"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365710_uploaded_image1_1749417808.jpg"""
"1765128922-583,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Jordan 12"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365713_uploaded_image1_1749417889.jpg"""
"1765128922-584,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Jordan 3"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365706_uploaded_image1_1749417541.jpg"""
"1765128922-585,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Sandales orthopédiques"",""12 000CFA"",""Sacré-Coeur, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5403273_uploaded_image1_1751493058.jpg"""
"1765128922-586,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets New Balance Fuel Cell"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365693_uploaded_image1_1749417266.jpg"""
"1765128922-587,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets Adidas Samba"",""20 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365698_uploaded_image1_1749417367.jpg"""
"1765128922-588,""https://sn.coinafrique.com/categorie/chaussures-homme?page=4"",""Baskets New Balance Fuel Cell"",""27 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5365687_uploaded_image1_1749417092.jpg"""
"1765128929-589,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Nike Airzoom 95"",""13 000CFA"",""Mbao, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5573580_uploaded_image1_1760450227.jpg"""
"1765128929-590,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Jordan"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5528770_uploaded_image1_1758046694.jpg"""
"1765128929-591,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures de ville"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5571662_uploaded_image1_1760359156.jpg"""
"1765128929-592,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Sandales homme"",""13 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5566807_uploaded_image1_1760037954.jpg"""
"1765128929-593,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures Nike"",""25 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5565350_uploaded_image1_1759967990.jpg"""
"1765128929-594,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures  homme"",""15 000CFA"",""Diamalaye 1, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5561080_uploaded_image1_1759759275.jpg"""
"1765128929-595,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""13 000CFA"",""Louga, Sénégal"",""https://images.coinafrique.com/thumb_5559847_uploaded_image1_1759687278.jpg"""
"1765128929-596,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Air Max"",""18 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5559514_uploaded_image1_1759668700.jpg"""
"1765128929-597,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures de ville"",""15 000CFA"",""Colobane, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5559505_uploaded_image1_1759668412.jpg"""
"1765128929-598,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Mocassins homme"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5559079_uploaded_image1_1759624285.jpg"""
"1765128929-599,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures blanc"",""25 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5513844_uploaded_image1_1757287356.jpg"""
"1765128929-600,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chayssures pour homme"",""20 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5513842_uploaded_image1_1757287086.jpg"""
"1765128929-601,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures  homme"",""25 000CFA"",""Fass, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5513838_uploaded_image1_1757286788.jpg"""
"1765128929-602,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Jordan 6"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5558712_uploaded_image1_1759598702.jpg"""
"1765128929-603,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Jordan One"",""12 000CFA"",""Parcelle Assainies, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5558696_uploaded_image1_1759598221.jpg"""
"1765128929-604,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures orthopédique"",""Prix sur demande"",""Guediawaye, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5558529_uploaded_image1_1759590627.jpg"""
"1765128929-605,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Mocassins homme"",""5 500CFA"",""Mariste, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5556927_uploaded_image1_1759498840.jpg"""
"1765128929-606,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Dior B30"",""28 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5554883_uploaded_image1_1759415597.jpg"""
"1765128929-607,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Asics Gel Kayano 14"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5554876_uploaded_image1_1759415424.jpg"""
"1765128929-608,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Asics Gel NYC"",""32 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5554871_uploaded_image1_1759415315.jpg"""
"1765128929-609,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Asics Gel NYC"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5554870_uploaded_image1_1759415237.jpg"""
"1765128929-610,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Asics Gel NYC"",""30 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5554868_uploaded_image1_1759415164.jpg"""
"1765128929-611,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""25 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5551865_uploaded_image1_1759302097.jpg"""
"1765128929-612,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""35 000CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5551864_uploaded_image1_1759301970.jpg"""
"1765128929-613,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures homme"",""25 000CFA"",""Dakar Plateau, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5551853_uploaded_image1_1759301401.jpg"""
"1765128929-614,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Sandale orthopédique"",""13 000CFA"",""Grand Yoff, Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5550248_uploaded_image1_1759234219.jpg"""
"1765128929-615,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Asics Gel"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5545276_uploaded_image1_1758911052.jpg"""
"1765128929-616,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets Asics Gel"",""Prix sur demande"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5545274_uploaded_image1_1758910936.jpg"""
"1765128929-617,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets New Balance"",""14 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5543799_uploaded_image1_1758831160.jpg"""
"1765128929-618,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures New balance"",""24 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5543797_uploaded_image1_1758831062.jpg"""
"1765128929-619,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Baskets New Balance"",""14 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5543795_uploaded_image1_1758830884.jpg"""
"1765128929-620,""https://sn.coinafrique.com/categorie/chaussures-homme?page=3"",""Chaussures New balance"",""24 900CFA"",""Dakar, Sénégal"",""https://images.coinafrique.com/thumb_5543793_uploaded_image1_1758830755.jpg"""
